,Dengue,Dengue_sma7,Acumulado_21,Acumulado,Populacao,Rt,Susceptiveis,Densidade_Dem,Precipitacao_sma7,Temp_med_7sma,Temp_min_7sma,Umidade_7sma,Vento_mps_7sma
3640,15,19.9,429,249105,2620157,0.96,2371052,8387,7.0,27.6,24.6,73.2,2.7
3641,21,19.0,423,249126,2620157,0.87,2371031,8387,6.8,27.7,24.6,73.3,2.7
3642,11,17.7,417,249137,2620157,0.81,2371020,8387,6.9,27.8,24.8,73.6,2.9
3643,16,16.9,407,249153,2620157,0.86,2371004,8387,6.7,27.8,24.9,73.7,3.0
3644,17,15.9,406,249170,2620621,0.76,2371451,8388,6.1,28.0,25.1,72.8,3.0
3645,12,15.6,401,249182,2620621,0.74,2371439,8388,6.1,28.0,25.2,72.9,2.8
3646,4,13.7,389,249186,2620621,0.63,2371435,8388,1.5,28.4,25.6,71.7,3.0
3647,18,14.1,383,249204,2620621,0.71,2371417,8388,0.2,28.5,26.0,72.1,3.1
3648,11,12.7,375,249215,2620621,0.67,2371406,8388,0.2,28.5,26.2,71.7,3.2
3649,16,13.4,372,249231,2620621,0.76,2371390,8388,0.7,28.5,26.0,71.9,3.1
3650,10,12.6,344,249241,2620621,0.75,2371380,8388,3.0,28.3,25.8,73.2,2.9
3651,14,12.1,343,249255,2620621,0.77,2371366,8388,3.4,28.2,25.6,73.1,2.9
3652,2,10.7,331,249257,2620621,0.69,2371364,8388,3.4,28.2,25.4,72.7,3.1
3653,16,12.4,335,249273,2621085,0.91,2371812,8390,3.4,28.2,25.3,72.8,3.1
3654,43,16.0,350,249316,2621085,1.13,2371769,8390,3.4,28.1,25.2,72.5,3.0
3655,17,16.9,340,249333,2621085,1.33,2371752,8390,3.5,28.0,25.1,73.7,3.0
3656,38,20.0,358,249371,2621085,1.49,2371714,8390,3.8,28.0,25.2,74.4,3.0
3661,19,23.7,377,249482,2621549,1.48,2372067,8391,5.1,27.7,25.1,75.5,2.8
3662,27,25.1,383,249509,2621549,1.49,2372040,8391,5.0,27.7,24.9,75.4,2.8
3663,23,23.0,395,249532,2621549,1.15,2372017,8391,5.1,27.4,24.7,76.7,2.7
3664,54,25.4,433,249586,2621549,1.07,2371963,8391,5.1,27.2,24.5,77.1,2.7
3665,37,27.7,453,249623,2621549,1.11,2371926,8391,5.1,27.1,24.3,77.8,2.7
3666,17,27.4,458,249640,2621549,1.01,2371909,8391,5.1,27.0,24.0,78.4,2.6
3667,21,28.3,475,249661,2622013,1.04,2372352,8393,1.7,27.0,24.2,78.4,2.6
3668,57,33.7,514,249718,2622013,1.42,2372295,8393,1.5,27.1,24.2,77.7,2.6
3669,48,36.7,551,249766,2622013,1.46,2372247,8393,1.4,27.2,24.4,77.1,2.6
3671,45,40.4,628,249869,2622013,1.59,2372144,8393,1.4,27.5,24.6,76.3,2.5
3672,56,43.1,670,249925,2622013,1.56,2372088,8393,3.1,27.3,24.6,77.6,2.4
3673,29,44.9,697,249954,2622013,1.64,2372059,8393,4.0,27.4,24.6,77.7,2.5
3674,36,47.0,717,249990,2622477,1.66,2372487,8394,4.1,27.5,24.6,77.1,2.8
3675,73,49.3,747,250063,2622477,1.46,2372414,8394,4.2,27.6,24.7,77.1,3.0
3676,29,46.6,759,250092,2622477,1.27,2372385,8394,4.2,27.6,24.7,77.1,3.0
3677,53,45.9,774,250145,2622477,1.1,2372332,8394,4.1,27.7,24.7,75.9,3.1
3678,43,45.6,780,250188,2622477,1.13,2372289,8394,3.0,27.9,25.0,74.8,3.2
3679,45,44.0,804,250233,2622477,1.02,2372244,8394,2.3,28.1,25.0,73.9,3.4
3680,26,43.6,811,250259,2622477,0.97,2372218,8394,1.4,28.0,25.0,74.2,3.4
3681,46,45.0,842,250305,2622941,0.96,2372636,8396,2.6,28.0,24.9,74.3,3.3
3682,63,43.6,886,250368,2622941,0.88,2372573,8396,2.5,28.0,25.0,73.4,3.2
3683,43,45.6,902,250411,2622941,0.98,2372530,8396,4.1,27.9,24.8,74.5,3.2
3684,75,48.7,954,250486,2622941,1.06,2372455,8396,4.7,27.8,24.8,75.2,3.2
3685,59,51.0,959,250545,2622941,1.12,2372396,8396,4.8,27.8,24.7,75.9,3.0
3686,78,55.7,1000,250623,2622941,1.27,2372318,8396,3.7,27.9,24.9,75.5,3.0
3687,78,63.1,1061,250701,2622941,1.45,2372240,8396,3.7,28.0,25.0,74.6,2.8
3688,28,60.6,1068,250729,2623405,1.35,2372676,8397,2.4,28.1,25.1,74.3,2.8
3689,76,62.4,1087,250805,2623405,1.43,2372600,8397,2.4,28.1,25.1,74.7,2.8
3690,43,62.4,1082,250848,2623405,1.37,2372557,8397,0.7,28.3,25.4,73.7,2.7
3691,79,63.0,1103,250927,2623405,1.29,2372478,8397,0.3,28.4,25.7,73.4,2.8
3692,74,65.1,1132,251001,2623405,1.28,2372404,8397,0.3,28.5,25.7,73.3,2.8
3693,78,65.1,1154,251079,2623405,1.17,2372326,8397,0.3,28.5,25.8,73.5,2.9
3694,62,62.9,1187,251141,2623405,1.0,2372264,8397,11.5,28.1,25.5,76.0,2.7
3695,35,63.9,1186,251176,2623869,1.05,2372693,8399,12.9,27.7,25.2,77.4,2.5
3696,60,61.6,1173,251236,2623869,0.99,2372633,8399,12.9,27.3,25.0,79.1,2.3
3697,98,69.4,1242,251334,2623869,1.11,2372535,8399,13.1,27.2,24.6,80.2,2.3
3698,86,70.4,1275,251420,2623869,1.12,2372449,8399,13.0,27.1,24.5,80.3,2.3
3699,79,71.1,1311,251499,2623869,1.09,2372370,8399,13.0,27.1,24.4,79.7,2.4
3700,63,69.0,1329,251562,2623869,1.06,2372307,8399,13.5,26.7,24.0,81.0,2.1
3701,72,70.4,1375,251634,2623869,1.12,2372235,8399,4.2,26.8,24.1,80.5,2.1
3702,39,71.0,1368,251673,2624333,1.11,2372660,8400,3.1,26.8,24.2,81.4,2.0
3703,87,74.9,1392,251760,2624333,1.22,2372573,8400,7.2,26.7,24.0,81.5,2.0
3704,76,71.7,1425,251836,2624333,1.03,2372497,8400,7.5,26.6,23.9,82.1,1.9
3705,96,73.1,1446,251932,2624333,1.04,2372401,8400,7.5,26.5,23.7,82.1,1.9
3706,66,71.3,1453,251998,2624333,1.0,2372335,8400,7.5,26.5,23.8,82.5,1.8
3707,20,65.1,1395,252018,2624333,0.94,2372315,8400,7.1,26.7,23.9,81.5,2.0
3708,38,60.3,1355,252056,2624333,0.86,2372277,8400,5.5,27.0,24.1,80.2,2.0
3709,29,58.9,1356,252085,2624797,0.83,2372712,8402,8.8,27.2,24.1,79.1,2.2
3710,51,53.7,1331,252136,2624797,0.72,2372661,8402,6.8,27.3,24.2,79.1,2.4
3711,40,48.6,1328,252176,2624797,0.68,2372621,8402,10.2,27.3,24.2,79.1,2.2
3712,72,45.1,1321,252248,2624797,0.62,2372549,8402,10.4,27.1,24.2,80.1,2.1
3727,87,81.1,1312,253310,2625725,1.29,2372415,8405,7.4,26.8,24.2,83.7,1.4
3728,94,84.3,1386,253404,2625725,1.35,2372321,8405,8.4,26.8,24.1,83.4,1.5
3729,52,82.0,1400,253456,2625725,1.24,2372269,8405,8.2,26.9,24.0,82.5,1.4
3730,59,79.9,1430,253515,2626189,1.14,2372674,8406,8.2,27.0,24.0,81.8,1.4
3731,110,83.0,1489,253625,2626189,1.16,2372564,8406,8.3,27.1,23.9,81.3,1.4
3732,87,84.3,1536,253712,2626189,1.16,2372477,8406,9.4,27.0,23.8,81.0,1.6
3733,105,84.9,1569,253817,2626189,1.06,2372372,8406,10.7,26.7,23.7,82.8,1.4
3735,120,87.7,1640,254018,2626189,1.04,2372171,8406,13.7,26.1,23.5,85.7,1.1
3741,134,114.6,1958,254700,2626653,1.36,2371953,8408,12.7,26.4,23.9,85.8,1.3
3742,160,120.3,2046,254860,2626653,1.37,2371793,8408,12.3,26.7,24.0,84.9,1.4
3743,82,126.3,2060,254942,2626653,1.47,2371711,8408,12.7,26.4,24.0,86.8,1.2
3745,225,141.7,2203,255247,2627117,1.57,2371870,8409,13.7,26.8,24.1,84.9,1.2
3746,127,136.3,2252,255374,2627117,1.35,2371743,8409,9.3,26.8,24.1,84.4,1.3
3747,124,133.1,2275,255498,2627117,1.24,2371619,8409,13.5,26.6,24.2,85.6,1.2
3748,92,127.1,2280,255590,2627117,1.11,2371527,8409,13.8,26.7,23.9,84.2,1.6
3749,140,124.3,2326,255730,2627117,1.03,2371387,8409,10.4,26.9,24.0,82.9,1.6
3750,62,121.4,2336,255792,2627117,0.96,2371325,8409,7.8,27.3,24.1,80.1,1.7
3751,71,120.1,2348,255863,2627581,0.92,2371718,8411,5.8,27.5,24.3,79.3,1.8
3752,178,113.4,2416,256041,2627581,0.8,2371540,8411,6.1,27.3,24.2,80.1,2.0
3760,124,119.6,2624,257044,2628045,1.0,2371001,8412,6.6,27.2,24.1,82.2,1.9
3761,166,117.4,2644,257210,2628045,0.92,2370835,8412,3.1,27.4,24.4,82.0,2.0
3762,113,126.3,2623,257323,2628045,1.04,2370722,8412,3.8,27.6,24.6,80.1,2.0
3763,83,124.3,2546,257406,2628045,1.08,2370639,8412,2.5,27.8,24.6,79.0,2.0
3764,102,128.1,2566,257508,2628045,1.1,2370537,8412,3.8,27.7,24.6,79.4,2.0
3765,105,131.7,2591,257613,2628509,1.11,2370896,8414,5.1,27.6,24.6,80.5,1.8
3766,181,124.9,2547,257794,2628509,0.99,2370715,8414,10.4,27.4,24.5,81.7,1.5
3767,162,130.3,2582,257956,2628509,1.09,2370553,8414,10.7,27.4,24.4,81.5,1.6
3768,130,125.1,2588,258086,2628509,1.07,2370423,8414,10.8,27.3,24.4,80.9,1.5
3769,197,137.1,2693,258283,2628509,1.09,2370226,8414,9.4,27.3,24.4,81.7,1.5
3770,97,139.1,2650,258380,2628509,1.12,2370129,8414,10.0,27.2,24.5,82.2,1.5
3771,80,136.0,2668,258460,2628509,1.06,2370049,8414,8.5,27.3,24.6,82.2,1.5
3772,80,132.4,2677,258540,2628973,1.01,2370433,8415,11.9,27.2,24.5,82.8,1.5
3773,63,115.6,2562,258603,2628973,0.93,2370370,8415,7.1,27.4,24.5,81.5,1.7
3774,115,108.9,2511,258718,2628973,0.84,2370255,8415,8.1,27.3,24.5,80.8,1.6
3775,100,104.6,2430,258818,2628973,0.84,2370155,8415,8.0,27.3,24.5,81.0,1.8
3776,87,88.9,2466,258905,2628973,0.65,2370068,8415,8.8,27.4,24.3,80.3,1.8
3777,79,86.3,2448,258984,2628973,0.62,2369989,8415,7.9,27.4,24.3,79.0,1.9
3778,43,81.0,2416,259027,2628973,0.6,2369946,8415,7.8,27.4,24.1,78.3,2.0
3779,17,72.0,2353,259044,2629437,0.54,2370393,8417,3.2,27.6,24.4,77.1,2.1
3780,107,78.3,2231,259151,2629437,0.68,2370286,8417,5.0,27.5,24.5,78.6,2.1
3781,57,70.0,2164,259208,2629437,0.64,2370229,8417,6.3,27.3,24.6,80.2,2.0
3782,65,65.0,2063,259273,2629437,0.62,2370164,8417,6.8,27.2,24.6,80.9,1.8
3783,74,63.1,2024,259347,2629437,0.71,2370090,8417,6.0,27.2,24.7,80.8,1.9
3784,89,64.6,2030,259436,2629437,0.75,2370001,8417,5.8,27.3,24.7,81.2,2.0
3785,48,65.3,1976,259484,2629437,0.81,2369953,8417,5.8,27.3,24.9,81.1,1.8
3786,26,66.6,1897,259510,2629901,0.92,2370391,8418,5.8,27.3,24.7,80.5,1.9
3787,68,61.0,1784,259578,2629901,0.78,2370323,8418,3.9,27.4,24.8,79.3,1.9
3788,39,58.4,1661,259617,2629901,0.83,2370284,8418,1.3,27.6,24.7,78.4,1.8
3789,57,57.3,1588,259674,2629901,0.88,2370227,8418,0.9,27.8,24.9,77.8,2.1
3790,59,55.1,1450,259733,2629901,0.87,2370168,8418,1.9,27.8,24.8,78.3,2.1
3791,35,47.4,1388,259768,2629901,0.73,2370133,8418,2.0,27.8,25.0,77.9,1.8
3792,12,42.3,1320,259780,2629901,0.65,2370121,8418,3.1,27.9,24.9,78.1,2.1
3793,24,42.0,1264,259804,2630365,0.63,2370561,8420,3.3,28.0,25.1,77.7,2.2
3794,63,41.3,1264,259867,2630365,0.68,2370498,8420,2.8,27.9,24.8,76.8,2.3
3795,61,44.4,1210,259928,2630365,0.76,2370437,8420,2.8,27.9,24.7,75.8,2.4
3796,44,42.6,1154,259972,2630365,0.74,2370393,8420,2.8,27.8,24.5,75.9,2.1
3797,36,39.3,1103,260008,2630365,0.71,2370357,8420,1.8,27.7,24.4,75.4,2.0
3798,39,39.9,1063,260047,2630365,0.84,2370318,8420,1.6,27.6,24.2,76.0,2.1
3799,15,40.3,1035,260062,2630365,0.95,2370303,8420,0.5,27.6,24.3,76.6,1.9
3800,4,37.4,1022,260066,2630829,0.89,2370763,8421,2.5,27.2,24.1,79.0,1.5
3801,41,34.3,956,260107,2630829,0.83,2370722,8421,5.8,26.7,24.0,81.9,1.5
3802,27,29.4,926,260134,2630829,0.66,2370695,8421,7.0,26.6,24.0,82.8,1.5
3803,34,28.0,895,260168,2630829,0.66,2370661,8421,7.0,26.5,24.0,83.6,1.4
3804,39,28.4,860,260207,2630829,0.72,2370622,8421,7.1,26.6,24.0,84.1,1.5
3805,32,27.4,803,260239,2630829,0.69,2370590,8421,6.8,26.6,24.0,83.8,1.4
